Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux)
20240613114001,0.24,1007.73,29.49,76.38,7125.21
20240613115001,0.14,1007.78,29.83,75.88,7720.45
20240613120001,0.08,1007.84,30.42,73.02,9445.96
20240613121001,0.08,1007.73,30.86,71.78,10567.19
20240613122001,0.2,1007.67,30.91,70.76,10872.87
20240613123001,0.11,1007.6,31.73,67.88,12926.14
20240613124001,0.08,1007.52,32.54,65.21,15793.44
20240613125001,0.09,1007.46,32.97,63.49,17545.1
20240613130001,0.2,1007.38,32.85,63.48,17162.36
20240613131001,0.05,1008.66,27.97,82.79,7816.64
20240613132001,0.05,1008.48,29.11,77.51,8978.91
20240613133001,0.05,1008.58,28.93,78.63,9877.23
20240613134001,0.04,1008.47,28.79,79.16,8720.19
20240613135001,0.04,1008.35,29.13,78.32,9238.02
20240613140001,0.04,1008.33,29.62,76.63,11270.76
20240613141001,0.03,1008.23,30.14,75.03,12905.48
20240613142001,0.03,1008.26,30.49,72.81,14023.13
20240613143001,0.03,1008.34,31.01,70.54,16544.78
20240613144001,0.02,1008.43,31.6,68.12,19767.98
20240613145001,0.02,1008.52,31.92,66.53,21853.4
20240613150001,0.02,1008.44,31.91,66.09,20564.96
20240613151001,0.07,1006.42,27.53,105.53,-2590.1
20240613152001,0.09,1006.33,29.63,96.08,5545.83
20240613153001,0.09,1006.28,29.1,98.14,5097.82
20240613154001,-0.0,1006.12,29.54,97.52,6766.99
20240613155001,0.09,1005.55,29.53,98.93,3955.72
20240613160001,0.11,1006.1,28.93,97.73,3848.02
20240613161001,0.06,1005.93,29.52,98.51,5033.08
20240613162001,0.04,1005.55,30.11,98.46,5693.98
20240613163001,0.06,1005.62,29.87,98.85,5834.75
20240613164001,0.07,1005.65,30.09,98.15,6830.38
20240613165001,0.05,1005.55,30.43,98.14,7865.07
20240615090001,-0.02,1001.06,49.41,32.76,54020.31
20240615091001,1.89,1004.63,32.66,60.59,11727.6
20240615092001,1.87,1001.53,39.55,41.59,8727.11
20240615093001,1.42,1001.69,41.54,38.0,12348.68
20240615094001,1.2,1000.99,42.99,36.47,14898.9
20240615095001,1.11,1000.4,42.86,38.96,9893.75
20240615100001,1.1,999.74,44.01,37.44,9884.01
20240615101001,0.73,999.09,46.73,30.16,15179.46
20240615102001,0.71,998.54,47.66,26.12,17431.14
20240615103001,0.59,998.04,48.62,25.45,15557.43
20240615104001,0.25,998.06,49.53,24.73,18359.09
20240615105001,0.22,998.01,49.38,26.57,19622.34
20240615110001,0.29,998.22,50.11,25.13,22784.64
20240615111001,0.48,1002.04,41.17,40.33,19525.72
20240615112001,0.92,1000.79,43.23,33.0,12187.88
20240615113001,0.78,1000.73,45.31,30.67,22577.91
20240615114001,0.59,1001.92,46.28,30.35,40414.78
20240615115001,0.56,1001.99,45.71,29.76,36453.28
20240615120001,0.45,1001.76,47.05,27.8,40475.05
20240615121001,0.33,1001.7,48.44,25.1,48922.64
20240615122001,0.22,1001.63,48.17,24.99,47210.74
20240615123001,0.22,1001.45,49.63,23.42,55371.1
20240615124001,0.25,1001.7,50.18,21.63,61649.53
20240615125001,0.14,1001.55,50.73,21.54,60306.14
20240615130001,0.13,1001.52,51.31,20.87,64721.7
20240615131001,0.04,1008.04,37.1,47.5,46760.36
20240615132001,0.08,1007.02,39.64,40.76,44566.99
20240615133001,0.12,1007.85,39.54,41.03,51812.63
20240615134001,0.06,1007.57,40.72,37.52,52556.12
20240615135001,0.07,1006.9,43.11,32.6,60560.26
20240615140001,0.06,1006.64,43.96,30.65,64375.94
20240615141001,0.04,1006.55,44.82,28.99,69294.0
20240615142001,0.01,1006.3,44.46,28.26,64464.62
20240615143001,0.01,1005.18,47.2,24.81,68235.54
20240615144001,0.04,1004.71,48.9,21.64,75501.96
20240615145001,0.01,1004.75,49.53,19.39,78104.28
20240615150001,-0.02,1005.62,49.06,20.1,85705.09
20240615151001,0.2,1007.07,31.0,89.13,14160.52
20240615152001,0.0,1006.6,30.75,89.54,5667.78
20240615153001,0.18,1006.45,30.44,94.48,4793.28
20240615154001,-0.15,1006.4,30.7,100.18,11092.25
20240615155001,0.01,1003.87,32.45,96.36,2143.85
20240615160001,0.09,1006.87,30.58,90.35,13133.03
20240615161001,-0.0,1006.84,29.92,89.39,10600.36
20240615162001,0.15,1005.37,31.04,88.89,8761.16
20240615163001,0.09,1005.94,30.51,83.17,5857.25
20240615164001,0.03,1005.75,31.63,81.17,6359.68
20240615165001,0.05,1005.64,32.52,75.88,6857.05
20240703090001,0.01,1004.44,44.28,40.31,58281.12
20240703091001,-0.04,1008.06,31.48,71.69,21985.24
20240703092001,-0.01,1007.29,34.01,62.66,21400.18
20240703093001,0.03,1007.71,33.97,59.92,20692.18
20240703094001,0.04,1008.26,33.03,61.93,23158.06
20240703095001,0.04,1007.54,35.26,55.65,28333.39
20240703100001,0.02,1007.51,36.01,53.5,33290.26
20240703101001,0.02,1007.7,35.72,52.52,33878.98
20240703102001,0.05,1007.45,36.26,51.13,32825.57
20240703103001,0.04,1007.52,37.1,47.46,37117.39
20240703104001,0.01,1007.69,34.14,53.38,21613.84
20240703105001,0.04,1007.47,34.25,54.53,18288.44
20240703110001,0.09,1007.44,39.71,42.01,52000.56
20240703111001,-0.02,1005.71,38.66,52.44,28130.1
20240703112001,0.02,1004.83,41.81,43.69,40329.77
20240703113001,0.02,1004.78,41.66,43.21,35988.67
20240703114001,0.02,1004.61,42.24,41.41,42446.88
20240703115001,-0.03,1004.37,43.17,39.13,41449.85
20240703120001,0.02,1004.67,44.36,35.2,51899.52
20240703121001,-0.02,1005.08,44.01,35.04,54006.64
20240703122001,-0.02,1004.89,45.0,33.34,58222.56
20240703123001,0.02,1005.08,45.96,30.65,66602.8
20240703124001,-0.02,1005.61,42.18,36.48,47361.88
20240703125001,-0.01,1005.75,39.45,42.48,35103.2
20240703130001,0.05,1005.6,45.59,33.07,74310.62
20240703131001,0.6,1003.66,39.32,43.72,19099.15
20240703132001,1.05,1000.32,43.51,35.05,18093.22
20240703133001,0.91,1000.9,41.35,37.34,7177.57
20240703134001,0.8,1001.25,42.89,36.05,9486.61
20240703135001,1.38,1000.89,42.7,36.08,9709.88
20240703140001,1.46,999.1,44.23,33.06,7305.76
20240703141001,1.95,999.06,43.67,31.91,10965.33
20240703142001,1.54,998.4,46.65,25.8,8410.11
20240703143001,1.45,997.29,48.04,25.26,10641.23
20240703144001,1.66,999.83,42.88,34.12,13773.66
20240703145001,1.63,1001.63,39.28,44.29,12496.99
20240703150001,1.48,1000.8,42.76,35.43,15879.96
20240703151001,0.88,999.73,44.83,32.77,9136.75
20240703152001,0.66,999.45,45.81,30.64,13476.3
20240703153001,0.64,999.76,46.22,27.69,19771.62
20240703154001,0.56,1000.44,46.89,28.69,30853.6
20240703155001,0.5,1001.24,46.68,28.43,34667.95
20240703160001,0.43,1001.09,47.68,27.56,36435.94
20240703161001,0.52,1001.49,47.96,25.63,46508.32
20240703162001,0.41,1001.33,48.72,24.74,46314.62
20240703163001,0.46,1001.36,48.94,24.37,51070.73
20240703164001,0.56,1002.7,43.96,31.01,38117.02
20240703165001,0.59,1003.76,40.33,37.7,26136.0
20240707090001,-0.01,1001.92,48.57,33.69,57373.27
20240707091001,-0.04,1007.9,30.96,69.59,17850.66
20240707092001,-0.05,1006.92,33.85,59.85,14010.7
20240707093001,0.05,1007.43,34.52,58.0,20241.9
20240707094001,0.03,1007.9,34.41,57.11,24800.2
20240707095001,0.05,1007.32,35.85,52.59,27510.81
20240707100001,0.05,1007.02,36.76,49.9,30592.34
20240707101001,0.04,1007.23,36.84,48.87,34201.33
20240707102001,0.05,1007.14,36.97,47.41,32554.21
20240707103001,0.06,1006.94,37.95,44.58,34458.63
20240707104001,0.05,1006.93,38.61,40.82,36794.74
20240707105001,0.05,1007.07,39.3,38.97,41229.01
20240707110001,0.01,1006.69,40.18,37.07,41865.65
20240707111001,-0.01,1005.33,39.07,52.2,28969.83
20240707112001,0.01,1004.3,41.68,44.95,36428.23
20240707113001,0.04,1004.3,42.08,42.69,37351.51
20240707114001,0.0,1004.44,42.6,40.59,41221.95
20240707115001,-0.0,1004.12,44.51,36.04,47265.77
20240707120001,0.0,1004.13,45.09,33.69,50580.96
20240707121001,-0.02,1004.25,45.12,32.9,51701.68
20240707122001,-0.01,1004.41,45.58,31.67,55993.34
20240707123001,-0.01,1004.29,46.69,29.31,60979.22
20240707124001,-0.01,1004.37,47.36,27.59,66940.52
20240707125001,-0.0,1004.84,47.37,27.61,72674.9
20240707130001,0.0,1005.0,48.25,26.35,78063.04
20240707131001,0.73,1005.25,37.25,45.23,21192.88
20240707132001,1.12,1001.13,41.61,36.22,4260.64
20240707133001,1.72,1000.21,44.6,30.64,21348.87
20240707134001,0.83,1000.96,42.73,36.34,6117.91
20240707135001,1.24,1000.34,43.24,34.85,5971.43
20240707140001,1.69,999.29,43.56,33.93,8012.19
20240707141001,2.0,998.26,45.01,29.25,11672.36
20240707142001,1.4,997.74,47.52,25.33,9509.99
20240707143001,1.02,996.86,49.1,26.27,8385.3
20240707144001,1.22,997.12,48.08,26.22,8908.01
20240707145001,1.27,996.86,48.3,27.1,9153.1
20240707150001,0.98,997.47,49.44,25.11,18682.65
20240707151001,0.65,999.31,44.98,33.65,14130.86
20240707152001,0.56,999.17,45.9,31.81,11510.56
20240707153001,0.67,998.97,47.03,28.26,16789.46
20240707154001,0.48,1000.26,47.7,27.69,33874.48
20240707155001,0.4,1001.03,47.47,27.02,35307.08
20240707160001,0.48,1001.05,47.63,26.79,36940.88
20240707161001,0.55,1001.16,48.15,25.27,43105.68
20240707162001,0.47,1001.08,48.84,24.23,45696.02
20240707163001,0.43,1000.92,49.48,23.63,49280.02
20240707164001,0.43,1000.88,49.89,23.06,52925.4
20240707165001,0.5,1001.07,49.82,23.33,56477.7
20240125090002,0.28,1017.56,15.21,98.4,8027.48
20240125091002,0.17,1019.95,12.92,81.79,-806.08
20240125092002,0.23,1019.77,13.7,83.22,2680.06
20240125093002,0.74,1019.2,13.77,83.27,3157.28
20240125094002,0.92,1018.91,13.57,84.78,2183.93
20240125095002,0.76,1018.91,13.76,84.55,2055.32
20240125100002,0.82,1018.95,14.12,82.06,3542.95
20240125101002,0.99,1018.64,14.38,80.55,3305.88
20240125102002,0.49,1019.02,14.65,79.81,3361.18
20240125103002,0.63,1018.92,14.68,79.76,4106.82
20240125104002,0.58,1018.85,14.95,79.05,4674.67
20240125105002,0.48,1018.96,15.58,76.64,7190.71
20240125110002,0.69,1018.78,15.96,73.7,8242.07
20240125111002,0.25,1019.18,14.28,78.28,-1049.95
20240125112002,0.18,1019.24,14.66,78.24,201.57
20240125113002,0.39,1018.98,14.57,79.47,115.46
20240125114002,0.24,1019.06,14.47,81.71,485.24
20240125115002,0.58,1018.87,14.17,82.16,557.83
20240125120002,0.82,1018.67,14.25,81.72,1492.07
20240125121002,0.28,1019.11,14.41,81.16,1385.06
20240125122002,0.21,1019.14,14.68,79.3,860.39
20240125123002,0.16,1019.06,14.84,80.01,1270.76
20240125124002,0.51,1018.75,14.73,80.6,1897.09
20240125125002,0.6,1018.79,14.71,80.14,2777.17
20240125130002,0.81,1018.65,14.71,79.18,3180.87
20240125131002,0.23,1019.77,12.49,90.47,-85.97
20240125132002,0.15,1019.98,12.63,89.14,214.47
20240125133002,0.13,1019.78,13.02,88.71,1022.48
20240125134002,0.14,1019.69,13.08,89.41,1412.73
20240125135002,0.11,1019.58,13.17,89.67,1640.72
20240125140002,0.1,1019.62,13.14,89.3,1448.33
20240125141002,0.1,1019.58,13.23,89.22,1596.64
20240125142002,0.09,1019.53,13.44,88.65,1996.51
20240125143002,0.09,1019.56,13.62,88.29,3101.24
20240125144002,0.1,1019.56,13.74,88.0,3719.84
20240125145002,0.1,1019.5,14.0,87.31,4415.02
20240125150002,0.09,1019.33,14.3,86.46,4521.25
20240125151002,0.67,1012.95,24.25,91.02,23928.95
20240125152002,0.96,1016.55,14.89,89.29,-823.93
20240125153002,0.92,1014.34,19.48,86.95,5852.82
20240125154002,1.44,1014.94,18.4,84.78,10119.97
20240125155002,1.45,1014.54,17.15,90.23,2604.1
20240125160002,1.51,1013.96,18.36,86.35,2240.94
20240125161002,1.21,1014.73,18.59,83.63,5702.29
20240125162002,1.19,1015.01,18.01,84.37,4350.13
20240125163002,0.83,1014.9,19.42,80.97,6690.44
20240125164002,0.96,1015.05,18.77,82.52,6003.75
20240125165002,1.09,1014.99,19.26,80.29,7979.73
20240128090002,0.11,1017.39,15.3,98.85,5810.58
20240128091002,0.76,1017.31,14.14,95.79,866.05
20240128092002,0.76,1017.22,14.65,95.72,2713.92
20240128093002,0.86,1017.05,14.54,95.62,2011.98
20240128094002,0.63,1017.22,14.66,95.36,1679.81
20240128095002,0.72,1017.13,14.57,95.69,1514.74
20240128100002,0.7,1017.08,14.96,94.75,2732.68
20240128101002,0.53,1017.25,14.98,94.63,2930.32
20240128102002,0.97,1016.77,15.08,94.47,3546.76
20240128103002,0.93,1016.9,15.18,93.57,4434.26
20240128104002,0.67,1017.34,15.06,92.88,4811.37
20240128105002,0.73,1017.29,15.26,92.15,5817.32
20240128110002,0.62,1017.18,15.56,91.82,5482.29
20240128111002,0.28,1017.44,15.94,83.94,259.75
20240128112002,0.17,1017.61,16.01,85.86,1886.34
20240128113002,0.12,1017.34,16.15,86.41,800.89
20240128114002,0.1,1017.41,16.06,87.02,743.62
20240128115002,0.09,1017.48,16.03,86.68,656.3
20240128120002,0.09,1017.49,16.23,85.79,1295.05
20240128121002,0.1,1017.47,16.38,85.22,1633.4
20240128122002,0.1,1017.48,16.47,84.96,2095.94
20240128123002,0.09,1017.54,16.49,84.43,2596.06
20240128124002,0.09,1017.54,16.54,83.62,2362.88
20240128125002,0.08,1017.64,16.73,81.69,2858.46
20240128130002,0.08,1017.58,16.79,81.43,2506.3
20240128131002,0.08,1018.5,14.38,90.03,-3.15
20240128132002,0.06,1018.53,14.69,87.84,307.36
20240128133002,0.07,1018.71,14.57,86.59,125.31
20240128134002,0.09,1018.55,14.86,86.81,886.94
20240128135002,0.08,1018.56,14.93,85.25,671.44
20240128140002,0.07,1018.52,15.05,85.5,1362.28
20240128141002,0.08,1018.52,15.09,84.57,1124.53
20240128142002,0.08,1018.52,15.23,83.61,1249.43
20240128143002,0.08,1018.57,15.35,82.11,1275.54
20240128144002,0.08,1018.63,15.45,81.67,1957.93
20240128145002,0.08,1018.45,15.75,80.93,1835.66
20240128150002,0.07,1018.46,15.93,79.82,2299.36
20240128151002,0.72,1013.05,24.6,91.22,27095.83
20240128152002,1.0,1016.22,15.54,88.35,677.97
20240128153002,0.95,1014.38,19.02,88.41,4789.95
20240128154002,1.45,1014.78,18.52,84.78,9703.83
20240128155002,1.45,1014.58,17.13,90.04,2815.48
20240128160002,1.49,1013.93,18.5,86.02,2609.3
20240128161002,1.2,1014.66,18.6,83.63,5460.97
20240128162002,1.18,1014.88,18.18,84.27,4489.51
20240128163002,0.84,1014.92,19.25,81.38,6438.28
20240128164002,0.98,1015.09,18.65,82.7,5900.67
20240128165002,1.1,1015.03,19.18,80.36,7874.26
20240213090002,0.22,1016.23,27.45,55.5,56338.92
20240213091002,0.12,1016.28,18.8,81.37,13970.27
20240213092002,0.13,1016.15,20.81,66.31,12510.69
20240213093002,0.63,1016.76,22.61,56.84,23759.36
20240213094002,0.5,1016.88,24.35,50.15,30188.45
20240213095002,0.73,1016.06,24.65,48.51,27335.62
20240213100002,0.91,1015.66,25.48,45.14,30311.52
20240213101002,0.94,1016.28,25.48,45.72,37002.94
20240213102002,1.32,1015.71,27.06,43.8,44634.78
20240213103002,1.74,1015.82,27.27,42.28,50269.08
20240213104002,1.65,1015.33,25.79,44.85,38379.52
20240213105002,1.46,1015.41,26.07,46.72,41668.7
20240213110002,1.34,1015.77,28.07,41.09,55055.1
20240213111002,0.5,1015.85,20.03,71.46,14032.38
20240213112002,0.33,1016.24,18.12,79.99,6688.2
20240213113002,0.24,1017.19,16.17,81.53,-313.12
20240213114002,0.34,1017.63,16.45,81.49,3071.9
20240213115002,0.66,1017.21,16.69,79.95,3753.14
20240213120002,1.04,1016.85,16.59,77.96,3284.92
20240213121002,0.86,1016.65,17.21,75.81,3179.1
20240213122002,0.76,1016.48,17.91,74.09,3978.37
20240213123002,1.06,1016.63,17.84,73.72,6049.63
20240213124002,1.36,1016.23,17.71,73.02,4252.31
20240213125002,1.46,1016.12,18.13,71.46,6451.95
20240213130002,1.63,1015.81,19.27,65.6,9841.91
20240213131002,0.47,1016.86,17.47,77.62,4143.31
20240213132002,0.64,1014.66,23.58,50.03,5280.56
20240213133002,0.3,1013.78,26.88,43.05,11376.84
20240213134002,0.21,1012.28,28.82,39.99,9348.13
20240213135002,0.58,1011.95,28.04,41.58,8447.92
20240213140002,1.07,1012.22,26.37,45.62,8929.13
20240213141002,0.94,1012.27,27.13,43.68,12470.19
20240213142002,1.65,1011.58,27.0,42.98,11741.08
20240213143002,0.97,1012.67,26.58,45.13,14846.56
20240213144002,0.9,1012.62,27.75,41.14,16309.32
20240213145002,1.0,1013.77,26.86,43.65,23974.75
20240213150002,1.03,1014.17,27.07,42.26,28311.47
20240213151002,0.34,1018.12,16.56,71.86,4287.25
20240213152002,0.19,1018.5,16.32,75.72,4702.41
20240213153002,0.2,1018.07,18.94,64.94,10289.07
20240213154002,0.19,1018.31,18.83,66.5,12664.41
20240213155002,0.16,1018.0,19.3,63.03,11749.17
20240213160002,0.1,1018.16,18.65,61.33,7749.25
20240213161002,0.13,1018.35,19.66,56.19,11846.4
20240213162002,0.12,1018.35,21.51,51.52,20015.36
20240213163002,0.11,1019.4,22.86,47.39,34035.46
20240213164002,0.05,1017.91,25.85,44.22,38893.25
20240213165002,0.04,1017.67,23.82,48.66,28113.66
20240226090002,0.23,1015.43,18.54,98.64,14624.97
20240226091002,0.41,1017.0,14.29,98.84,1309.76
20240226092002,0.29,1016.83,15.83,95.36,3559.53
20240226093002,0.23,1017.17,15.41,95.33,3614.41
20240226094002,0.18,1017.07,15.63,95.64,3043.56
20240226095002,0.09,1016.75,16.22,95.11,3158.1
20240226100002,0.09,1016.87,16.46,93.34,4250.96
20240226101002,0.1,1016.94,16.43,93.2,4524.17
20240226102002,0.69,1016.84,16.32,91.07,6700.98
20240226103002,0.23,1016.9,16.96,90.26,8066.23
20240226104002,0.19,1016.75,18.15,85.15,10869.12
20240226105002,0.46,1016.88,18.4,80.84,13142.14
20240226110002,0.61,1016.79,18.27,79.21,12061.9
20240226111002,0.21,1016.93,16.88,80.96,326.46
20240226112002,0.1,1016.86,17.83,79.13,1932.43
20240226113002,0.1,1016.7,17.93,78.88,1019.44
20240226114002,0.06,1016.88,17.94,78.83,2007.49
20240226115002,0.04,1017.05,17.57,80.29,1931.97
20240226120002,0.06,1016.85,17.9,79.9,2494.06
20240226121002,0.06,1016.73,18.16,79.36,2877.69
20240226122002,0.06,1016.57,18.77,77.33,4486.09
20240226123002,0.06,1016.67,18.93,75.71,5647.08
20240226124002,0.07,1016.73,19.08,74.6,6430.91
20240226125002,0.07,1016.64,19.6,72.7,7601.61
20240226130002,0.06,1016.54,19.75,70.8,6345.67
20240226131002,0.11,1016.82,16.12,96.21,1603.87
20240226132002,0.11,1016.99,16.34,93.88,3186.2
20240226133002,0.09,1017.0,16.03,94.35,2412.35
20240226134002,0.11,1016.9,16.54,92.32,4006.62
20240226135002,0.09,1016.6,16.77,93.01,4064.34
20240226140002,0.07,1016.53,16.79,93.14,4142.0
20240226141002,0.29,1016.68,16.62,91.39,4867.31
20240226142002,0.69,1016.74,16.6,90.25,7465.46
20240226143002,0.4,1017.0,16.95,88.44,8896.71
20240226144002,0.2,1017.08,17.62,85.43,10187.63
20240226145002,0.29,1016.84,18.42,82.2,11837.33
20240226150002,0.42,1016.77,18.11,81.52,10214.98
20240226151002,0.51,1016.38,15.98,94.14,2315.62
20240226152002,0.38,1016.66,16.71,89.05,3824.74
20240226153002,0.44,1016.69,16.36,89.84,2925.65
20240226154002,0.67,1016.42,16.79,88.84,4600.98
20240226155002,0.2,1016.5,17.4,87.52,4676.62
20240226160002,0.16,1016.56,17.52,86.77,5015.55
20240226161002,0.49,1016.51,17.04,89.08,5911.22
20240226162002,0.77,1016.47,17.24,88.5,9377.75
20240226163002,0.76,1016.51,17.52,86.4,11131.91
20240226164002,0.84,1016.3,18.24,83.77,13646.46
20240226165002,0.49,1016.69,19.37,75.59,16016.26
20240319090002,0.09,1014.27,19.36,98.56,6732.18
20240319091002,0.09,1013.78,19.01,99.77,535.7
20240319092002,0.15,1013.71,19.52,99.13,2919.6
20240319093002,0.09,1013.54,19.74,98.7,2714.56
20240319094002,0.14,1013.61,19.57,99.06,2825.95
20240319095002,0.69,1013.33,19.46,99.21,4520.28
20240319100002,0.66,1013.36,19.41,98.7,4457.3
20240319101002,0.76,1013.52,18.97,99.44,4569.29
20240319102002,1.78,1012.89,19.02,99.4,8613.19
20240319103002,1.1,1013.37,19.07,98.57,7785.55
20240319104002,0.75,1013.79,18.54,100.2,5986.3
20240319105002,0.8,1013.55,18.81,99.8,5510.98
20240319110002,0.27,1013.85,19.4,98.15,6228.51
20240319111002,0.2,1013.74,18.84,97.75,-17.38
20240319112002,0.29,1013.61,19.56,97.11,2951.41
20240319113002,0.2,1013.57,19.7,96.55,2973.89
20240319114002,0.67,1013.45,19.24,96.59,2613.61
20240319115002,0.84,1013.23,19.7,95.9,4689.14
20240319120002,0.79,1013.19,19.67,96.03,4591.37
20240319121002,0.81,1013.3,19.49,96.53,4510.0
20240319122002,1.48,1013.04,19.73,95.07,8960.75
20240319123002,1.39,1013.15,19.41,94.86,8183.19
20240319124002,1.26,1013.27,18.91,96.83,6169.2
20240319125002,1.27,1013.12,18.99,96.67,5326.64
20240319130002,0.55,1013.81,19.51,94.72,6708.49
20240319131002,0.29,1013.12,19.98,93.47,-863.49
20240319132002,0.15,1013.02,20.83,93.15,2236.23
20240319133002,0.13,1012.98,20.83,92.54,1827.69
20240319134002,0.1,1013.11,20.74,92.56,1835.29
20240319135002,0.1,1013.16,20.83,92.01,2270.14
20240319140002,0.13,1013.25,20.59,92.28,1801.4
20240319141002,0.14,1013.23,20.68,93.13,2135.88
20240319142002,0.12,1013.34,20.91,93.04,4449.4
20240319143002,0.12,1013.55,20.65,92.45,4368.33
20240319144002,0.1,1013.52,20.49,93.03,3157.88
20240319145002,0.08,1013.44,20.55,92.63,2389.4
20240319150002,0.07,1013.41,20.68,92.58,3033.24
20240319151002,0.09,1013.68,20.98,82.89,145.6
20240319152002,0.06,1013.66,21.07,85.16,1592.58
20240319153002,0.14,1013.41,21.33,84.23,1538.24
20240319154002,0.2,1013.49,20.89,86.22,1328.69
20240319155002,0.4,1013.4,20.85,86.53,2262.93
20240319160002,0.5,1013.41,20.37,88.99,2066.88
20240319161002,0.15,1013.64,20.61,88.5,2215.02
20240319162002,0.21,1013.76,20.69,87.09,3266.53
20240319163002,0.23,1013.7,20.7,86.92,3036.44
20240319164002,0.1,1013.79,20.54,88.32,2837.23
20240319165002,0.09,1013.76,20.41,88.88,1964.05
20240427090002,0.07,1007.38,30.1,97.38,23839.17
20240427091002,0.83,1009.68,21.78,102.41,-651.92
20240427092002,0.5,1009.6,24.23,98.34,3209.49
20240427093002,0.26,1010.04,23.86,97.84,4450.37
20240427094002,0.07,1010.24,24.17,98.2,5937.36
20240427095002,0.49,1008.99,25.23,102.44,7804.47
20240427100002,0.54,1009.55,24.54,97.92,7490.22
20240427101002,0.53,1009.2,25.84,97.7,11665.03
20240427102002,0.47,1008.4,27.39,97.76,15103.09
20240427103002,0.24,1007.5,28.95,97.42,16638.01
20240427104002,0.37,1007.39,29.21,97.05,20039.21
20240427105002,0.46,1007.35,28.72,98.71,19429.45
20240427110002,0.57,1007.0,29.89,96.82,23918.73
20240427111002,0.19,1010.4,21.88,102.21,1731.14
20240427112002,0.1,1009.99,24.09,98.56,2428.48
20240427113002,0.12,1010.25,23.83,98.62,4872.66
20240427114002,0.07,1010.3,24.02,98.42,5545.28
20240427115002,0.07,1009.42,25.25,101.67,7685.84
20240427120002,0.12,1009.74,24.88,97.94,7477.32
20240427121002,0.12,1009.46,26.06,97.76,11453.44
20240427122002,0.08,1008.8,27.59,97.31,15814.33
20240427123002,0.08,1008.41,28.59,92.65,17401.64
20240427124002,0.09,1008.26,29.62,87.46,20142.31
20240427125002,0.07,1008.17,29.76,87.35,20647.0
20240427130002,0.06,1008.23,30.59,84.26,24989.14
20240427131002,1.55,1009.62,21.77,95.0,-1680.24
